,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доп. объявление группы,Тип объявления,Мобильное объявление,ID группы,Название группы,Номер группы,"Статус ""Мало показов""",ID фразы,Фраза (с минус-словами),Фраза (с минус-словами),Заголовок 1,Заголовок 2,Текст,Длина,,,Ссылка,Отображаемая ссылка,Регион,Организация Яндекс.Справочника,Ставка,Ставка в сетях,Контакты,Статус объявления ,Статус фразы,Заголовки быстрых ссылок,Описания быстрых ссылок,Адреса быстрых ссылок,Турбо-страницы быстрых ссылок,Параметр 1,Параметр 2,Метки,Изображение,Креатив,Статус модерации креатива,Турбо-страница,Уточнения,Минус-фразы на группу,Возрастные ограничения,Реклама мобильных приложений: настройки на группу,,,,Реклама мобильных приложений: настройки на объявление,,,,
-,Текстово-графическое,-,147607360,Группа №147607360,29,-,1225011296,бухгалтерские проводки +по услугам,150073704,Компания «Надежная бухгалтерия»,,Весь комплекс бухгалтерских услуг.От 3500 р/кв. Опыт. Точность. Надежность.,31,,70,http://safebuh.ru/,,Москва и область,,"63,31","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607393,Группа №147607393,30,-,1225012370,налоги на заработную плату,150073737,Компания «Надежная бухгалтерия»,,Аутсорсинг. Расчет заработной платы.От 3500 р/квартал. Точность+надежность!,31,,71,http://safebuh.ru/,,Москва и область,,"16,78","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607451,Группа №147607451,31,-,1225013617,сдача налоговой отчетности,150073795,Компания «Надежная бухгалтерия»,,Сдача квартальных налоговых отчетов. От 3 500 руб. Точность+надежность!,31,,68,http://safebuh.ru/,,Москва и область,,"19,83","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607451,Группа №147607451,31,-,1225013618,сдача квартальной отчетности,150073795,Компания «Надежная бухгалтерия»,,Сдача квартальных налоговых отчетов. От 3 500 руб. Точность+надежность!,31,,68,http://safebuh.ru/,,Москва и область,,"32,54","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607658,Группа №147607658,32,-,1225015501,видеомонтаж,150074002,Видеостудия «Полтора богатыря»,,"Обработка видео, титры, спец. эффекты! Быстро и профессионально. От 7000 р.",30,,69,http://poltora.org/,,"Россия, -Республика Крым",,"13,22","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,18,,,,,,,,,
-,Текстово-графическое,-,147607658,Группа №147607658,32,-,1225015497,обработка видео,150074002,Видеостудия «Полтора богатыря»,,"Обработка видео, титры, спец. эффекты! Быстро и профессионально. От 7000 р.",30,,69,http://poltora.org/,,"Россия, -Республика Крым",,"5,08","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,18,,,,,,,,,
-,Текстово-графическое,-,147607658,Группа №147607658,32,-,1225015500,видео монтаж,150074002,Видеостудия «Полтора богатыря»,,"Обработка видео, титры, спец. эффекты! Быстро и профессионально. От 7000 р.",30,,69,http://poltora.org/,,"Россия, -Республика Крым",,"7,63","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,18,,,,,,,,,
-,Текстово-графическое,-,147607658,Группа №147607658,32,-,1225015498,обработать видео,150074002,Видеостудия «Полтора богатыря»,,"Обработка видео, титры, спец. эффекты! Быстро и профессионально. От 7000 р.",30,,69,http://poltora.org/,,"Россия, -Республика Крым",,"17,80","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,18,,,,,,,,,
-,Текстово-графическое,-,147607658,Группа №147607658,32,-,1225015502,заказать титры,150074002,Видеостудия «Полтора богатыря»,,"Обработка видео, титры, спец. эффекты! Быстро и профессионально. От 7000 р.",30,,69,http://poltora.org/,,"Россия, -Республика Крым",,"12,20","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,18,,,,,,,,,
-,Текстово-графическое,-,147607658,Группа №147607658,32,-,1225015499,полтора богатыря,150074002,Видеостудия «Полтора богатыря»,,"Обработка видео, титры, спец. эффекты! Быстро и профессионально. От 7000 р.",30,,69,http://poltora.org/,,"Россия, -Республика Крым",,"9,15","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,18,,,,,,,,,
-,Текстово-графическое,-,147607658,Группа №147607658,32,-,1225015503,заказать спец эффекты,150074002,Видеостудия «Полтора богатыря»,,"Обработка видео, титры, спец. эффекты! Быстро и профессионально. От 7000 р.",30,,69,http://poltora.org/,,"Россия, -Республика Крым",,"10,68","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,18,,,,,,,,,
-,Текстово-графическое,-,147607779,Группа №147607779,33,-,1225016952,сделать красивое видео,150074123,Cтудия «Полтора богатыря»,,Оформим и сделаем: Youtube VK Facebook! Скромные гуру дизайна. От 14 000р.,25,,70,http://poltora.org/,,"Россия, -Республика Крым",,"13,47","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607779,Группа №147607779,33,-,1225016955,сделать канал на youtube,150074123,Cтудия «Полтора богатыря»,,Оформим и сделаем: Youtube VK Facebook! Скромные гуру дизайна. От 14 000р.,25,,70,http://poltora.org/,,"Россия, -Республика Крым",,"20,34","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607779,Группа №147607779,33,-,1225016954,оформить страницу facebook,150074123,Cтудия «Полтора богатыря»,,Оформим и сделаем: Youtube VK Facebook! Скромные гуру дизайна. От 14 000р.,25,,70,http://poltora.org/,,"Россия, -Республика Крым",,"9,66","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607779,Группа №147607779,33,-,1225017553,оформить канал youtube,150074123,Cтудия «Полтора богатыря»,,Оформим и сделаем: Youtube VK Facebook! Скромные гуру дизайна. От 14 000р.,25,,70,http://poltora.org/,,"Россия, -Республика Крым",,"11,44","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
